Transferability,Adaptability,Does the application adapt to all hardware,software ?
Maintainability,Analysability,Are the system requirement analysis ready to deploy the changes?
Maintainability,Analysability,Are the functianlities developed as per FRD ?
Maintainability,Analysability,Are the input and output parameters are as per FRD?
Maintainability,Analysability,Is the architecural design followed as per SDD?
Maintainability,Analysability,Has Development coding standards followed ?
Maintainability,Analysability,Has Client coding standards followed ?
Maintainability,Analysability,Are the test cases and documentation prepared?
Maintainability,Analysability,Is Legal Impact analysis document ready?
Maintainability,Analysability,Is the roll out plan ready?
Maintainability,Analysability,Is the roll back plan ready in case of any failures?
Maintainability,Analysability,Is the fix in roll back plan is temporary?
Maintainability,Analysability,Does the test environment checked and compared with production?
Maintainability,Analysability,Is the client security policy checked before deployment?
Maintainability,Analysability,Is the system downtime required?
Maintainability,Analysability,Does the downtime is estimated less than a day or less?
Maintainability,Analysability,Are the softwares and hardwares to be used analysed?
Maintainability,Analysability,Is the risk assesment ready?
Maintainability,Analysability,Is daily maintenance planned?
Maintainability,Analysability,Do all the entry points and exit points points are defined?
Maintainability,Modularity,Are the errors and exceptions are defined and handled accordingly?
Maintainability,Analysability,Does the technical solution document has traceability to all the business requirements
Maintainability,Reusability,Is Service catalogue/service repository available for the project? 
Maintainability,Testability,Is there any specific tools used to maintain the repository?
Maintainability,Testability,Do you have traceability matrix from services/components to functional requirements/test caes?
Maintainability,Modularity,Did the different components used were de-looped?
Maintainability,Modularity,Are there any integration patterns used?
Maintainability,Modularity,Are there any BPMN models used?
Maintainability,Modularity,Have you built services as per the business process functionality?
Maintainability,Modularity,Have you followed canonical model for re-usable services/components?
Maintainability,Modularity,Have you defined the security aspect of the re-usable service?
Maintainability,Modularity,"In case of reusable services,is there any virtualization component defined for exposing it on different integration pattern?"
Maintainability,Analysability,Do you use any estimation tools/templates for the project?
Maintainability,Analysability,Is your code modifiable? 
Maintainability,Modifiability,Is your application easy to migrate to newer versions?
Maintainability,Modifiability,Is the modification required to be backward compatible or its earlier version must be shutdown?
Maintainability,Analysability,Does the system requires manual support to withstand further?
Performance Efficiency,Resource Utilization,"Check the memory utilization, CPU utilization, caching etc. of the system while gradually moving towards the stress point. In idea situation the system should degrade gracefully and not abruptly"
Performance Efficiency,Capacity,"Gradually increase the load (no of users) on the system till and beyond its maximum Capacity to check the breaking point of the system i.e., up to the point where the system gets down"
Performance Efficiency,Time Behaviour,Is the application or certain features going to be used only during certain periods of time or will it be used continuously 24 hours a day 7 days a week? Test that the application is able to perform during those conditions. Will downtime be allowed or is that out of the question? 
Performance Efficiency,Capacity,Verify that the application is able to meet the requirements and does not run out of memory or disk space.
Performance Efficiency,Capacity,"Does the system degrade gracefully, not catastrophically, when it is pushed up to and beyond, its planned maximum capacity?"
Performance Efficiency,Time Behaviour,"Does the system maintain performance and reliability levels over extended periods of use, for example, after running 24*7? (Endurance Testing)"
Performance Efficiency,Capacity,At what point does performance degradation occur? (Capacity Planning)
Performance Efficiency,Capacity,"Check for different kinds of workloads: Spike, Stepped and Gradual Ramp-up"
Performance Efficiency,Time Behaviour,Does the home page load quickly? 
Performance Efficiency,Capacity,Run the script for a nominal load as decided in the test strategy
Performance Efficiency,Resource Utilization,Are the scripts running error free?
Performance Efficiency,Resource Utilization,Is the system user friendly?
Performance Efficiency,Resource Utilization,"Does the system meet its goals for response time, throughput, and availability? (as defined in requirements)"
Performance Efficiency,Resource Utilization,"Performance of memory, CPU, file handling etc."
Performance Efficiency,Capacity,"Does the system degrade gracefully, not catastrophically, when it is pushed up to and beyond, its planned maximum capacity?"
Performance Efficiency,Time Behaviour,How do we arrive at SLAs?
Performance Efficiency,Capacity,How are the server’s setup in production?
Performance Efficiency,Capacity,Is the system reliable under heavy load?
Performance Efficiency,Time Behaviour,What is the excepted uptime of the application?
Performance Efficiency,Time Behaviour,What is the allowed down time of the application?
Performance Efficiency,Capacity,Do you know when the system breaks down?
Performance Efficiency,Time Behaviour,Do you know the new version of the software affect response time and throughput?
Performance Efficiency,Resource Utilization,Is configuration sizing rightly done to achieve best performance level? If includes server and network configuration
Performance Efficiency,Capacity,How system capacity tested and planed? When maximum number of user trying to use the application then how the system behaves?
Performance Efficiency,Resource Utilization,Prepare the list of all  Business process in the application along with its criticality
Performance Efficiency,Resource Utilization,Checkpoints in the system workflow where there is heavy demand (Check for rendezvous point)
Performance Efficiency,Resource Utilization,a. System uses likely to consume a high level of system resources per event regardless of how frequently the event occurs
Performance Efficiency,Resource Utilization,b. Timing critical or Timing sensitive system uses
Performance Efficiency,Resource Utilization,c. Most popular system uses(frequently accessed)
Performance Efficiency,Resource Utilization,Likely Bottlenecks and its causes(Bottleneck identification)
Performance Efficiency,Resource Utilization,Which configuration provides the best performance level?(Configuration Sizing)
Performance Efficiency,Time Behaviour,The application under test should be functionally stable and correct.
Performance Efficiency,Time Behaviour,Whether the expected concurrent number of users are able to access the application at a time. 
Performance Efficiency,Time Behaviour,Increase the number of users gradually till the maximum expected load is attained.
Performance Efficiency,Time Behaviour,Does the application's Home page load quickly? 
Performance Efficiency,Time Behaviour,"Is load time appropriate to content, even on a slow dial-in connection?"
Performance Efficiency,Time Behaviour,"Does the system meet its goals for response time, throughput, and availability?(as defined in requirements)"
Performance Efficiency,Time Behaviour,Have you defined standards for response time (i.e. all screens should paint within 10 seconds)?
Performance Efficiency,Time Behaviour,"Does the system operate in the same way across different computer and network configurations, platforms and environments, with different mixes of other applications"
Performance Efficiency,Time Behaviour,Does a new version of the software adversely affect response time and throughput?(Regression)
Performance Efficiency,Time Behaviour,For lower volumes of database check for the system response when there is minimum data in the database. On lower volumes the system should have a faster response.
Performance Efficiency,Time Behaviour,Do timeouts occur? This might lead to failures
Performance Efficiency,Time Behaviour,Does the system slow down too much?
Performance Efficiency,Time Behaviour,Are data lost or written without warning?
Performance Efficiency,Capacity,Can the site sustain long periods of usage by multiple users?
Performance Efficiency,Capacity,Can the site sustain long periods of continuous usage by 1 user?
Performance Efficiency,Capacity,Is page loading performance acceptable over modems of different speeds?
Performance Efficiency,Capacity,How reliable is the system under heavy work load?(Reliability)
Performance Efficiency,Capacity,"Is the system scalable so that it can be upgraded in the future to accommodate the projected growth, without creating per item processing costs?"
Performance Efficiency,Capacity,"To check whether the system can handle the gradual increase in volume of data, by keeping the load (no of users) constant."
Performance Efficiency,Capacity,Will the site allow for large orders without locking out inventory if the transaction is invalid?
Performance Efficiency,Capacity,Can the site sustain large transactions without crashing?
Performance Efficiency,Capacity,Is the system is run with maximum amounts of data?
